Entity,Code,Year,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Nuclear (% equivalent primary energy)
Africa,,1965,94.25251007080078,5.747494697570801,0
Africa,,1966,93.8779296875,6.122061729431152,0
Africa,,1967,93.67426300048828,6.325730800628662,0
Africa,,1968,92.99469757080078,7.005292892456055,0
Africa,,1969,92.04390716552734,7.956087589263916,0
Africa,,1970,90.83794403076172,9.16205883026123,0
Africa,,1971,91.86868286132812,8.131307601928711,0
Africa,,1972,91.25222778320312,8.747766494750977,0
Africa,,1973,91.45772552490234,8.542280197143555,0
Africa,,1974,90.73192596435547,9.268067359924316,0
Africa,,1975,90.7615966796875,9.238402366638184,0
Africa,,1976,90.5835952758789,9.416414260864258,0
Africa,,1977,90.19670104980469,9.803298950195312,0
Africa,,1978,90.48031616210938,9.519680976867676,0
Africa,,1979,90.6490707397461,9.35092830657959,0
